ActiveIngredient_list,ingredient_token_order,fda_ingredient_token_raw,fda_token_norm,fda_token_root_norm,dea_scheduled_substance_names,dea_scheduled_candidate_names,dea_scheduled_current_schedules,dea_scheduled_drug_codes,dea_list_i_substance_names,dea_list_i_candidate_names,dea_list_i_drug_codes,dea_source_name_count,dea_scheduled_candidate_count,dea_list_i_candidate_count,dea_candidate_type_summary,dea_stage_label,dea_confident_match_flag,dea_list_i_only_flag,dea_match_method,dea_possible_candidate_substance_names,dea_possible_candidate_names,dea_possible_candidate_schedules,dea_possible_candidate_drug_codes,dea_possible_candidate_count,dea_possible_match_method
DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR ALAFENAMIDE,3,TENOFOVIR ALAFENAMIDE,TENOFOVIR ALAFENAMIDE,TENOFOVIR ALAFENAMIDE,,,,,,,,,,,,,,,,,,,,,
DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,1,DOLUTEGRAVIR,DOLUTEGRAVIR,DOLUTEGRAVIR,,,,,,,,,,,,,,,,,,,,,
DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,2,LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,
DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,3,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL,,,,,,,,,,,,,,,,,,,,,
DOLUTEGRAVIR;RILPIVIRINE,1,DOLUTEGRAVIR,DOLUTEGRAVIR,DOLUTEGRAVIR,,,,,,,,,,,,,,,,,,,,,
DOLUTEGRAVIR;RILPIVIRINE,2,RILPIVIRINE,RILPIVIRINE,RILPIVIRINE,,,,,,,,,,,,,,,,,,,,,
DONANEMAB-AZBT,1,DONANEMAB-AZBT,DONANEMAB AZBT,DONANEMAB AZBT,,,,,,,,,,,,,,,,,,,,,
DONEPEZIL HYDROCHLORIDE,1,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,DONEPEZIL,,,,,,,,,,,,,,,,,,,,,
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,1,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,DONEPEZIL,,,,,,,,,,,,,,,,,,,,,
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,2,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,MEMANTINE,,,,,,,,,,,,,,,,,,,,,
DONIDALORSEN SODIUM,1,DONIDALORSEN SODIUM,DONIDALORSEN SODIUM,DONIDALORSEN,,,,,,,,,,,,,,,,,,,,,
DOPAMINE HYDROCHLORIDE,1,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,DOPAMINE,,,,,,,,,,,,,,,,,,,,,
DORAVIRINE,1,DORAVIRINE,DORAVIRINE,DORAVIRINE,,,,,,,,,,,,,,,,,,,,,
DORAVIRINE; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,1,DORAVIRINE,DORAVIRINE,DORAVIRINE,,,,,,,,,,,,,,,,,,,,,
DORAVIRINE; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,2,LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,
DORAVIRINE; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,3,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL,,,,,,,,,,,,,,,,,,,,,
DORDAVIPRONE HYDROCHLORIDE,1,DORDAVIPRONE HYDROCHLORIDE,DORDAVIPRONE HYDROCHLORIDE,DORDAVIPRONE,,,,,,,,,,,,,,,,,,,,,
DORIPENEM,1,DORIPENEM,DORIPENEM,DORIPENEM,,,,,,,,,,,,,,,,,,,,,
DORNASE ALFA,1,DORNASE ALFA,DORNASE ALFA,DORNASE ALFA,,,,,,,,,,,,,,,,,,,,,
DORZOLAMIDE HYDROCHLORIDE,1,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE,,,,,,,,,,,,,,,,,,,,,
DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,1,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE,,,,,,,,,,,,,,,,,,,,,
DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,2,TIMOLOL MALEATE,TIMOLOL MALEATE,TIMOLOL,,,,,,,,,,,,,,,,,,,,,
DOSTARLIMAB-GXLY,1,DOSTARLIMAB-GXLY,DOSTARLIMAB GXLY,DOSTARLIMAB GXLY,,,,,,,,,,,,,,,,,,,,,
DOXACURIUM CHLORIDE,1,DOXACURIUM CHLORIDE,DOXACURIUM CHLORIDE,DOXACURIUM,,,,,,,,,,,,,,,,,,,,,
DOXAPRAM HYDROCHLORIDE,1,DOXAPRAM HYDROCHLORIDE,DOXAPRAM HYDROCHLORIDE,DOXAPRAM,,,,,,,,,,,,,,,,,,,,,
DOXAZOSIN MESYLATE,1,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,DOXAZOSIN,,,,,,,,,,,,,,,,,,,,,
DOXECITINE; DOXRIBTIMINE,1,DOXECITINE,DOXECITINE,DOXECITINE,,,,,,,,,,,,,,,,,,,,,
DOXECITINE; DOXRIBTIMINE,2,DOXRIBTIMINE,DOXRIBTIMINE,DOXRIBTIMINE,,,,,,,,,,,,,,,,,,,,,
DOXEPIN HYDROCHLORIDE,1,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,DOXEPIN,,,,,,,,,,,,,,,,,,,,,
DOXERCALCIFEROL,1,DOXERCALCIFEROL,DOXERCALCIFEROL,DOXERCALCIFEROL,,,,,,,,,,,,,,,,,,,,,
DOXORUBICIN HYDROCHLORIDE,1,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN,,,,,,,,,,,,,,,,,,,,,
DOXYCYCLINE,1,DOXYCYCLINE,DOXYCYCLINE,DOXYCYCLINE,,,,,,,,,,,,,,,,,,,,,
DOXYCYCLINE CALCIUM,1,DOXYCYCLINE CALCIUM,DOXYCYCLINE CALCIUM,DOXYCYCLINE,,,,,,,,,,,,,,,,,,,,,
DOXYCYCLINE HYCLATE,1,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,,,,,,,,,,,,,,,,,,,,,
DOXYLAMINE SUCCINATE,1,DOXYLAMINE SUCCINATE,DOXYLAMINE SUCCINATE,DOXYLAMINE,,,,,,,,,,,,,,,,,,,,,
DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,1,DOXYLAMINE SUCCINATE,DOXYLAMINE SUCCINATE,DOXYLAMINE,,,,,,,,,,,,,,,,,,,,,
DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,2,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE,,,,,,,,,,,,,,,,,,,,,
DRONABINOL,1,DRONABINOL,DRONABINOL,DRONABINOL,,,,,,,,,,,,,,,,,,,,,
DRONEDARONE,1,DRONEDARONE,DRONEDARONE,DRONEDARONE,,,,,,,,,,,,,,,,,,,,,
DRONEDARONE HYDROCHLORIDE,1,DRONEDARONE HYDROCHLORIDE,DRONEDARONE HYDROCHLORIDE,DRONEDARONE,,,,,,,,,,,,,,,,,,,,,
DROPERIDOL,1,DROPERIDOL,DROPERIDOL,DROPERIDOL,,,,,,,,,,,,,,,,,,,,,
DROPERIDOL; FENTANYL CITRATE,1,DROPERIDOL,DROPERIDOL,DROPERIDOL,,,,,,,,,,,,,,,,,,,,,
DROPERIDOL; FENTANYL CITRATE,2,FENTANYL CITRATE,FENTANYL CITRATE,FENTANYL,Fentanyl Citrate,FENTANYL CITRATE,II,9801,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
DROSPIRENONE,1,DROSPIRENONE,DROSPIRENONE,DROSPIRENONE,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ESTETROL,1,DROSPIRENONE,DROSPIRENONE,DROSPIRENONE,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ESTETROL,2,ESTETROL,ESTETROL,ESTETROL,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ESTRADIOL,1,DROSPIRENONE,DROSPIRENONE,DROSPIRENONE,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ESTRADIOL,2,ESTRADIOL,ESTRADIOL,ESTRADIOL,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ETHINYL ESTRADIOL,1,DROSPIRENONE,DROSPIRENONE,DROSPIRENONE,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ETHINYL ESTRADIOL,2,ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM,1,DROSPIRENONE,DROSPIRENONE,DROSPIRENONE,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM,2,ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,,,,,,,,,,,,,,,,,,,,,
DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM,3,LEVOMEFOLATE CALCIUM,LEVOMEFOLATE CALCIUM,LEVOMEFOLATE,,,,,,,,,,,,,,,,,,,,,
DROXIDOPA,1,DROXIDOPA,DROXIDOPA,DROXIDOPA,,,,,,,,,,,,,,,,,,,,,
DULAGLUTIDE,1,DULAGLUTIDE,DULAGLUTIDE,DULAGLUTIDE,,,,,,,,,,,,,,,,,,,,,
DULOXETINE,1,DULOXETINE,DULOXETINE,DULOXETINE,,,,,,,,,,,,,,,,,,,,,
DULOXETINE HYDROCHLORIDE,1,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,DULOXETINE,,,,,,,,,,,,,,,,,,,,,
DUPILUMAB,1,DUPILUMAB,DUPILUMAB,DUPILUMAB,,,,,,,,,,,,,,,,,,,,,
DURLOBACTAM SODIUM; DURLOBACTAM SODIUM; SULBACTAM SODIUM,1,DURLOBACTAM SODIUM,DURLOBACTAM SODIUM,DURLOBACTAM,,,,,,,,,,,,,,,,,,,,,
DURLOBACTAM SODIUM; DURLOBACTAM SODIUM; SULBACTAM SODIUM,2,DURLOBACTAM SODIUM,DURLOBACTAM SODIUM,DURLOBACTAM,,,,,,,,,,,,,,,,,,,,,
DURLOBACTAM SODIUM; DURLOBACTAM SODIUM; SULBACTAM SODIUM,3,SULBACTAM SODIUM,SULBACTAM SODIUM,SULBACTAM,,,,,,,,,,,,,,,,,,,,,
DURVALUMAB,1,DURVALUMAB,DURVALUMAB,DURVALUMAB,,,,,,,,,,,,,,,,,,,,,
DUTASTERIDE,1,DUTASTERIDE,DUTASTERIDE,DUTASTERIDE,,,,,,,,,,,,,,,,,,,,,
DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE,1,DUTASTERIDE,DUTASTERIDE,DUTASTERIDE,,,,,,,,,,,,,,,,,,,,,
DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE,2,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN,,,,,,,,,,,,,,,,,,,,,
DUVELISIB,1,DUVELISIB,DUVELISIB,DUVELISIB,,,,,,,,,,,,,,,,,,,,,
DYCLONINE HYDROCHLORIDE,1,DYCLONINE HYDROCHLORIDE,DYCLONINE HYDROCHLORIDE,DYCLONINE,,,,,,,,,,,,,,,,,,,,,
DYPHYLLINE,1,DYPHYLLINE,DYPHYLLINE,DYPHYLLINE,,,,,,,,,,,,,,,,,,,,,
ECALLANTIDE,1,ECALLANTIDE,ECALLANTIDE,ECALLANTIDE,,,,,,,,,,,,,,,,,,,,,
ECHOTHIOPHATE IODIDE,1,ECHOTHIOPHATE IODIDE,ECHOTHIOPHATE IODIDE,ECHOTHIOPHATE IODIDE,,,,,,,,,,,,,,,,,,,,,
ECONAZOLE NITRATE,1,ECONAZOLE NITRATE,ECONAZOLE NITRATE,ECONAZOLE,,,,,,,,,,,,,,,,,,,,,
ECULIZUMAB,1,ECULIZUMAB,ECULIZUMAB,ECULIZUMAB,,,,,,,,,,,,,,,,,,,,,
ECULIZUMAB-AAGH,1,ECULIZUMAB-AAGH,ECULIZUMAB AAGH,ECULIZUMAB AAGH,,,,,,,,,,,,,,,,,,,,,
ECULIZUMAB-AEEB,1,ECULIZUMAB-AEEB,ECULIZUMAB AEEB,ECULIZUMAB AEEB,,,,,,,,,,,,,,,,,,,,,
EDARAVONE,1,EDARAVONE,EDARAVONE,EDARAVONE,,,,,,,,,,,,,,,,,,,,,
EDETATE CALCIUM DISODIUM,1,EDETATE CALCIUM DISODIUM,EDETATE CALCIUM DISODIUM,EDETATE CALCIUM DISODIUM,,,,,,,,,,,,,,,,,,,,,
EDOXABAN,1,EDOXABAN,EDOXABAN,EDOXABAN,,,,,,,,,,,,,,,,,,,,,
EDOXABAN TOSYLATE,1,EDOXABAN TOSYLATE,EDOXABAN TOSYLATE,EDOXABAN,,,,,,,,,,,,,,,,,,,,,
EDROPHONIUM CHLORIDE,1,EDROPHONIUM CHLORIDE,EDROPHONIUM CHLORIDE,EDROPHONIUM,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ,1,EFAVIRENZ,EFAVIRENZ,EFAVIRENZ,,,,,,,,,,,,,,,,,,,,,
"EFAVIRENZ, EMTRICITABINE AND TENOFOVIR ALAFENAMIDE",1,"EFAVIRENZ, EMTRICITABINE AND TENOFOVIR ALAFENAMIDE",EFAVIRENZ EMTRICITABINE AND TENOFOVIR ALAFENAMIDE,EFAVIRENZ EMTRICITABINE AND TENOFOVIR ALAFENAMIDE,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,1,EFAVIRENZ,EFAVIRENZ,EFAVIRENZ,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,2,EMTRICITABINE,EMTRICITABINE,EMTRICITABINE,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,3,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,1,EFAVIRENZ,EFAVIRENZ,EFAVIRENZ,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,2,LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,3,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,1,EFAVIRENZ,EFAVIRENZ,EFAVIRENZ,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,2,LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,
EFAVIRENZ;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,3,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL,,,,,,,,,,,,,,,,,,,,,
EFBEMALENOGRASTIM ALFA-VUXW,1,EFBEMALENOGRASTIM ALFA-VUXW,EFBEMALENOGRASTIM ALFA VUXW,EFBEMALENOGRASTIM ALFA VUXW,,,,,,,,,,,,,,,,,,,,,
EFGARTIGIMOD ALFA,1,EFGARTIGIMOD ALFA,EFGARTIGIMOD ALFA,EFGARTIGIMOD ALFA,,,,,,,,,,,,,,,,,,,,,
EFGARTIGIMOD ALFA AND HYALURONIDASE-QVFC,1,EFGARTIGIMOD ALFA AND HYALURONIDASE-QVFC,EFGARTIGIMOD ALFA AND HYALURONIDASE QVFC,EFGARTIGIMOD ALFA AND HYALURONIDASE QVFC,,,,,,,,,,,,,,,,,,,,,
EFINACONAZOLE,1,EFINACONAZOLE,EFINACONAZOLE,EFINACONAZOLE,,,,,,,,,,,,,,,,,,,,,
EFLAPEGRASTIM-XNST,1,EFLAPEGRASTIM-XNST,EFLAPEGRASTIM XNST,EFLAPEGRASTIM XNST,,,,,,,,,,,,,,,,,,,,,
EFLORNITHINE HYDROCHLORIDE,1,EFLORNITHINE HYDROCHLORIDE,EFLORNITHINE HYDROCHLORIDE,EFLORNITHINE,,,,,,,,,,,,,,,,,,,,,
ELACESTRANT HYDROCHLORIDE,1,ELACESTRANT HYDROCHLORIDE,ELACESTRANT HYDROCHLORIDE,ELACESTRANT,,,,,,,,,,,,,,,,,,,,,
ELAFIBRANOR,1,ELAFIBRANOR,ELAFIBRANOR,ELAFIBRANOR,,,,,,,,,,,,,,,,,,,,,
ELAGOLIX,1,ELAGOLIX,ELAGOLIX,ELAGOLIX,,,,,,,,,,,,,,,,,,,,,
ELAGOLIX SODIUM,1,ELAGOLIX SODIUM,ELAGOLIX SODIUM,ELAGOLIX,,,,,,,,,,,,,,,,,,,,,
"ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE; ELAGOLIX SODIUM",1,"ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE",ELAGOLIX SODIUM ESTRADIOL NORETHINDRONE ACETATE,ELAGOLIX SODIUM ESTRADIOL NORETHINDRONE,,,,,,,,,,,,,,,,,,,,,
"ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE; ELAGOLIX SODIUM",2,ELAGOLIX SODIUM,ELAGOLIX SODIUM,ELAGOLIX,,,,,,,,,,,,,,,,,,,,,
"ELAGOLIX, ESTRADIOL AND NORETHINDRONE ACETATE AND ELAGOLIX",1,"ELAGOLIX, ESTRADIOL AND NORETHINDRONE ACETATE AND ELAGOLIX",ELAGOLIX ESTRADIOL AND NORETHINDRONE ACETATE AND ELAGOLIX,ELAGOLIX ESTRADIOL AND NORETHINDRONE ACETATE AND ELAGOLIX,,,,,,,,,,,,,,,,,,,,,
ELAMIPRETIDE HYDROCHLORIDE,1,ELAMIPRETIDE HYDROCHLORIDE,ELAMIPRETIDE HYDROCHLORIDE,ELAMIPRETIDE,,,,,,,,,,,,,,,,,,,,,
ELAPEGADEMASE-LVLR,1,ELAPEGADEMASE-LVLR,ELAPEGADEMASE LVLR,ELAPEGADEMASE LVLR,,,,,,,,,,,,,,,,,,,,,
ELBASVIR; GRAZOPREVIR,1,ELBASVIR,ELBASVIR,ELBASVIR,,,,,,,,,,,,,,,,,,,,,
ELBASVIR; GRAZOPREVIR,2,GRAZOPREVIR,GRAZOPREVIR,GRAZOPREVIR,,,,,,,,,,,,,,,,,,,,,
ELETRIPTAN HYDROBROMIDE,1,ELETRIPTAN HYDROBROMIDE,ELETRIPTAN HYDROBROMIDE,ELETRIPTAN,,,,,,,,,,,,,,,,,,,,,
"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",1,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR",ELEXACAFTOR IVACAFTOR TEZACAFTOR,ELEXACAFTOR IVACAFTOR TEZACAFTOR,,,,,,,,,,,,,,,,,,,,,
"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2,IVACAFTOR,IVACAFTOR,IVACAFTOR,,,,,,,,,,,,,,,,,,,,,
ELIGLUSTAT TARTRATE,1,ELIGLUSTAT TARTRATE,ELIGLUSTAT TARTRATE,ELIGLUSTAT,,,,,,,,,,,,,,,,,,,,,
ELINZANETANT,1,ELINZANETANT,ELINZANETANT,ELINZANETANT,,,,,,,,,,,,,,,,,,,,,
ELOSULFASE ALFA,1,ELOSULFASE ALFA,ELOSULFASE ALFA,ELOSULFASE ALFA,,,,,,,,,,,,,,,,,,,,,
ELOTUZUMAB,1,ELOTUZUMAB,ELOTUZUMAB,ELOTUZUMAB,,,,,,,,,,,,,,,,,,,,,
ELRANATAMAB,1,ELRANATAMAB,ELRANATAMAB,ELRANATAMAB,,,,,,,,,,,,,,,,,,,,,
ELTROMBOPAG,1,ELTROMBOPAG,ELTROMBOPAG,ELTROMBOPAG,,,,,,,,,,,,,,,,,,,,,
ELTROMBOPAG CHOLINE,1,ELTROMBOPAG CHOLINE,ELTROMBOPAG CHOLINE,ELTROMBOPAG CHOLINE,,,,,,,,,,,,,,,,,,,,,
ELTROMBOPAG OLAMINE,1,ELTROMBOPAG OLAMINE,ELTROMBOPAG OLAMINE,ELTROMBOPAG OLAMINE,,,,,,,,,,,,,,,,,,,,,
ELUXADOLINE,1,ELUXADOLINE,ELUXADOLINE,ELUXADOLINE,Eluxadoline,ELUXADOLINE,IV,9725,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
ELVITEGRAVIR,1,ELVITEGRAVIR,ELVITEGRAVIR,ELVITEGRAVIR,,,,,,,,,,,,,,,,,,,,,
"ELVITEGRAVIR, COBICISTAT, EMTRICITABINE AND TENOFOVIR ALAFENAMIDE",1,"ELVITEGRAVIR, COBICISTAT, EMTRICITABINE AND TENOFOVIR ALAFENAMIDE",ELVITEGRAVIR COBICISTAT EMTRICITABINE AND TENOFOVIR ALAFENAMIDE,ELVITEGRAVIR COBICISTAT EMTRICITABINE AND TENOFOVIR ALAFENAMIDE,,,,,,,,,,,,,,,,,,,,,
EMAPALUMAB-LZSG,1,EMAPALUMAB-LZSG,EMAPALUMAB LZSG,EMAPALUMAB LZSG,,,,,,,,,,,,,,,,,,,,,
EMEDASTINE DIFUMARATE,1,EMEDASTINE DIFUMARATE,EMEDASTINE DIFUMARATE,EMEDASTINE DIFUMARATE,,,,,,,,,,,,,,,,,,,,,
EMICIZUMAB,1,EMICIZUMAB,EMICIZUMAB,EMICIZUMAB,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN,1,EMPAGLIFLOZIN,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
"EMPAGLIFLOZIN, METFORMIN HYDROCHLORIDE",1,"EMPAGLIFLOZIN, METFORMIN HYDROCHLORIDE",EMPAGLIFLOZIN METFORMIN HYDROCHLORIDE,EMPAGLIFLOZIN METFORMIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN; LINAGLIPTIN,1,EMPAGLIFLOZIN,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN; LINAGLIPTIN,2,LINAGLIPTIN,LINAGLIPTIN,LINAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,1,EMPAGLIFLOZIN,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,2,LINAGLIPTIN,LINAGLIPTIN,LINAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,3,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,1,EMPAGLIFLOZIN,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN;LINAGLIPTIN,1,EMPAGLIFLOZIN,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN;LINAGLIPTIN,2,LINAGLIPTIN,LINAGLIPTIN,LINAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN;LINAGLIPTIN;METFORMIN HYDROCHLORIDE,1,EMPAGLIFLOZIN,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN;LINAGLIPTIN;METFORMIN HYDROCHLORIDE,2,LINAGLIPTIN,LINAGLIPTIN,LINAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN;LINAGLIPTIN;METFORMIN HYDROCHLORIDE,3,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN;METFORMIN HYDROCHLORIDE,1,EMPAGLIFLOZIN,EMPAGLIFLOZIN,EMPAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
EMPAGLIFLOZIN;METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
EMTRICITABINE,1,EMTRICITABINE,EMTRICITABINE,EMTRICITABINE,,,,,,,,,,,,,,,,,,,,,
"EMTRICITABINE, TENOFOVIR ALAFENAMIDE",1,"EMTRICITABINE, TENOFOVIR ALAFENAMIDE",EMTRICITABINE TENOFOVIR ALAFENAMIDE,EMTRICITABINE TENOFOVIR ALAFENAMIDE,,,,,,,,,,,,,,,,,,,,,
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE,1,EMTRICITABINE,EMTRICITABINE,EMTRICITABINE,,,,,,,,,,,,,,,,,,,,,
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE,2,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE,,,,,,,,,,,,,,,,,,,,,
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE,3,TENOFOVIR ALAFENAMIDE FUMARATE,TENOFOVIR ALAFENAMIDE FUMARATE,TENOFOVIR ALAFENAMIDE,,,,,,,,,,,,,,,,,,,,,
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE,1,EMTRICITABINE,EMTRICITABINE,EMTRICITABINE,,,,,,,,,,,,,,,,,,,,,
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE,2,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE HYDROCHLORIDE,RILPIVIRINE,,,,,,,,,,,,,,,,,,,,,
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE,3,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL,,,,,,,,,,,,,,,,,,,,,
