appl_no,submission_no,appl_type,drug_name,active_ingredient,sponsor_name,approval_date,review_priority_group,orphan_designation,active_ingredient_norm,needs_manual_controlled_substance_flag,arcos_merge_notes
210673,1,ANDA,EZETIMIBE,EZETIMIBE,SCIEGEN PHARMS,2020-10-23,STANDARD,False,EZETIMIBE,True,
210674,1,ANDA,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,AMNEAL PHARMS NY,2018-09-18,STANDARD,False,TETRACYCLINE HYDROCHLORIDE,True,
210675,1,ANDA,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,EPIC PHARMA LLC,2020-10-16,STANDARD,False,DOXEPIN HYDROCHLORIDE,True,
210676,1,ANDA,IBUPROFEN AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE; IBUPROFEN,AUROBINDO PHARMA LTD,2019-02-14,STANDARD,False,DIPHENHYDRAMINE HYDROCHLORIDE IBUPROFEN,True,
210677,1,ANDA,DARUNAVIR,DARUNAVIR,AUROBINDO PHARMA LTD,2023-11-28,STANDARD,False,DARUNAVIR,True,
210678,1,ANDA,DRONEDARONE,DRONEDARONE,AUROBINDO PHARMA LTD,2023-04-27,STANDARD,False,DRONEDARONE,True,
210680,1,ANDA,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,RUBICON RESEARCH,2018-04-30,STANDARD,False,CLONIDINE HYDROCHLORIDE,True,
210681,1,ANDA,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,NOVITIUM PHARMA,2018-11-23,STANDARD,False,RANITIDINE HYDROCHLORIDE,True,
210682,1,ANDA,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,CADILA PHARMS LTD,2024-11-08,STANDARD,False,OLMESARTAN MEDOXOMIL,True,
210683,1,ANDA,FLECAINIDE ACETATE,FLECAINIDE ACETATE,REGCON HOLDINGS,2020-09-16,STANDARD,False,FLECAINIDE ACETATE,True,
210685,1,ANDA,,,MSN LABORATORIES PRIVATE LTD,2024-10-22,STANDARD,False,,True,
210686,1,ANDA,ABIRATERONE ACETATE,ABIRATERONE ACETATE,MSN,2019-07-10,STANDARD,False,ABIRATERONE ACETATE,True,
210687,1,ANDA,SILODOSIN,SILODOSIN,MSN,2018-12-03,STANDARD,False,SILODOSIN,True,
210688,1,ANDA,SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,MSN,2019-05-20,STANDARD,False,SOLIFENACIN SUCCINATE,True,
210689,1,ANDA,FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,LUPIN LTD,2019-09-05,STANDARD,False,FOSAPREPITANT DIMEGLUMINE,True,
210692,1,ANDA,ATOVAQUONE,ATOVAQUONE,HETERO LABS LTD III,2018-10-11,STANDARD,False,ATOVAQUONE,True,
210696,1,ANDA,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,EUGIA PHARMA,2021-01-07,STANDARD,False,PHENYLEPHRINE HYDROCHLORIDE,True,
210697,1,ANDA,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,EUGIA PHARMA,2020-11-13,STANDARD,False,PHENYLEPHRINE HYDROCHLORIDE,True,
210698,1,ANDA,SUCCINYLCHOLINE CHLORIDE,SUCCINYLCHOLINE CHLORIDE,DR REDDYS,2019-08-02,STANDARD,False,SUCCINYLCHOLINE CHLORIDE,True,
210700,1,ANDA,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,ZYDUS LIFESCIENCES,2023-03-23,STANDARD,False,DOXEPIN HYDROCHLORIDE,True,
210701,1,ANDA,AMBRISENTAN,AMBRISENTAN,APOTEX,2022-05-19,STANDARD,False,AMBRISENTAN,True,
210702,1,ANDA,LINEZOLID,LINEZOLID,CHARTWELL RX,2019-04-25,STANDARD,False,LINEZOLID,True,
210703,1,ANDA,AFATINIB,AFATINIB,SANDOZ INC,2026-01-09,STANDARD,False,AFATINIB,True,
210704,1,ANDA,ETODOLAC,ETODOLAC,PHARMACO,2020-12-16,STANDARD,False,ETODOLAC,True,
210705,1,ANDA,FENOFIBRATE (MICRONIZED),FENOFIBRATE,AJANTA PHARMA LTD,2018-09-10,STANDARD,False,FENOFIBRATE,True,
210707,1,ANDA,URSODIOL,URSODIOL,ABHAI LLC,2018-05-17,STANDARD,False,URSODIOL,True,
210708,1,ANDA,ELETRIPTAN HYDROBROMIDE,ELETRIPTAN HYDROBROMIDE,AUROBINDO PHARMA,2019-01-15,STANDARD,False,ELETRIPTAN HYDROBROMIDE,True,
210709,1,NDA,TEKTURNA,ALISKIREN HEMIFUMARATE,NODEN PHARMA,2017-11-14,PRIORITY,False,ALISKIREN HEMIFUMARATE,True,
210710,1,ANDA,PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,MYLAN LABS LTD,2018-10-25,STANDARD,False,PROCHLORPERAZINE EDISYLATE,True,
210711,1,ANDA,NICOTINE POLACRILEX,NICOTINE POLACRILEX,P AND L,2019-10-31,STANDARD,False,NICOTINE POLACRILEX,True,
210712,1,ANDA,NICOTINE POLACRILEX,NICOTINE POLACRILEX,P AND L,2019-09-06,STANDARD,False,NICOTINE POLACRILEX,True,
210714,1,ANDA,ISOSULFAN BLUE,ISOSULFAN BLUE,SABA ILAY SANAYI,2019-01-16,STANDARD,False,ISOSULFAN BLUE,True,
210715,1,ANDA,AMBRISENTAN,AMBRISENTAN,CIPLA,2019-04-26,STANDARD,False,AMBRISENTAN,True,
210716,1,ANDA,TADALAFIL,TADALAFIL,CHARTWELL RX,2020-12-29,STANDARD,False,TADALAFIL,True,
210717,1,ANDA,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,BIONPHARMA,2019-12-17,STANDARD,False,OXYBUTYNIN CHLORIDE,True,
210718,1,ANDA,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE",AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,PIRAMAL,2025-05-14,STANDARD,False,AMLODIPINE BESYLATE HYDROCHLOROTHIAZIDE OLMESARTAN MEDOXOMIL,True,
210719,1,ANDA,CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,PPI-DAC,2018-11-16,STANDARD,False,CETIRIZINE HYDROCHLORIDE PSEUDOEPHEDRINE HYDROCHLORIDE,True,
210720,1,ANDA,IVERMECTIN,IVERMECTIN,TARO,2020-05-06,STANDARD,False,IVERMECTIN,True,
210721,1,ANDA,CYCLOSPORINE,CYCLOSPORINE,APOTEX,2019-07-10,STANDARD,False,CYCLOSPORINE,True,
210722,1,ANDA,LORATADINE,LORATADINE,GRANULES,2019-12-23,STANDARD,False,LORATADINE,True,
210725,1,,,,,2026-01-16,STANDARD,False,,True,
210726,1,ANDA,ABIRATERONE ACETATE,ABIRATERONE ACETATE,TEVA PHARMS USA,2023-01-26,STANDARD,False,ABIRATERONE ACETATE,True,
210727,1,ANDA,DEFERASIROX,DEFERASIROX,STEVENS J,2019-12-27,STANDARD,False,DEFERASIROX,True,
210727,2,ANDA,DEFERASIROX,DEFERASIROX,STEVENS J,2020-06-15,STANDARD,False,DEFERASIROX,True,
210729,1,ANDA,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,ORIENT PHARMA CO LTD,2019-04-29,STANDARD,False,VANCOMYCIN HYDROCHLORIDE,True,
210730,1,NDA,OLINVYK,OLICERIDINE,TREVENA,2020-08-07,STANDARD,False,OLICERIDINE,True,
210732,1,ANDA,LEVOMILNACIPRAN HYDROCHLORIDE,LEVOMILNACIPRAN HYDROCHLORIDE,HIKMA,2020-11-05,STANDARD,False,LEVOMILNACIPRAN HYDROCHLORIDE,True,
210733,1,ANDA,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,STRIDES PHARMA,2018-08-31,STANDARD,False,POTASSIUM CHLORIDE,True,
210735,1,NDA,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,EUGIA PHARMA SPECLTS,2021-08-25,STANDARD,False,CYCLOPHOSPHAMIDE,True,
210736,1,ANDA,FLAC,FLUOCINOLONE ACETONIDE,ANDA REPOSITORY,2018-04-11,STANDARD,False,FLUOCINOLONE ACETONIDE,True,
210737,2,NDA,REDITREX,METHOTREXATE,NORDIC GRP,2019-11-27,STANDARD,False,METHOTREXATE,True,
210737,1,NDA,REDITREX,METHOTREXATE,NORDIC GRP,2019-11-27,STANDARD,False,METHOTREXATE,True,
210738,1,ANDA,VARDENAFIL HYDROCHLORIDE,VARDENAFIL HYDROCHLORIDE,STEVENS J,2018-10-31,STANDARD,False,VARDENAFIL HYDROCHLORIDE,True,
210739,1,ANDA,ARSENIC TRIOXIDE,ARSENIC TRIOXIDE,AMNEAL,2021-01-25,STANDARD,False,ARSENIC TRIOXIDE,True,
210740,1,ANDA,DOFETILDE,DOFETILIDE,AUROBINDO PHARMA LTD,2019-01-22,STANDARD,False,DOFETILIDE,True,
210741,1,ANDA,FEBUXOSTAT,FEBUXOSTAT,AUROBINDO PHARMA LTD,2023-10-25,STANDARD,False,FEBUXOSTAT,True,
210742,1,ANDA,CHLORTHALIDONE,CHLORTHALIDONE,APPCO,2018-10-12,STANDARD,False,CHLORTHALIDONE,True,
210745,1,NDA,OTEZLA; OTEZLA XR,APREMILAST,AMGEN INC,2025-08-29,STANDARD,True,APREMILAST,True,
210745,2,NDA,OTEZLA; OTEZLA XR,APREMILAST,AMGEN INC,2025-08-29,STANDARD,False,APREMILAST,True,
210746,1,ANDA,CLOBAZAM,CLOBAZAM,VISTAPHARM LLC,2019-07-10,STANDARD,False,CLOBAZAM,True,
210747,1,ANDA,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,COSETTE,2018-11-05,STANDARD,False,FLUOCINOLONE ACETONIDE,True,
210748,1,ANDA,AZACITIDINE,AZACITIDINE,LUPIN LTD,2019-02-27,STANDARD,False,AZACITIDINE,True,
210753,1,ANDA,DIFLORASONE DIACETATE,DIFLORASONE DIACETATE,THE J MOLNER,2018-06-12,STANDARD,False,DIFLORASONE DIACETATE,True,
210754,1,ANDA,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,CEDIPROF INC,2022-07-05,STANDARD,False,AMPHETAMINE ASPARTATE AMPHETAMINE SULFATE DEXTROAMPHETAMINE SACCHARATE DEXTROAMPHETAMINE SULFATE,True,
210755,1,ANDA,IBUPROFEN,IBUPROFEN,GUARDIAN DRUG,2018-09-26,STANDARD,False,IBUPROFEN,True,
210756,1,ANDA,DECITABINE,DECITABINE,LUPIN LTD,2018-11-09,STANDARD,False,DECITABINE,True,
210757,1,ANDA,COLCHICINE,COLCHICINE,GRANULES,2024-04-29,STANDARD,False,COLCHICINE,True,
210758,1,ANDA,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,SPECGX LLC,2018-04-30,STANDARD,False,OXYCODONE HYDROCHLORIDE,True,
210760,1,ANDA,MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,SUN PHARM,2019-05-01,STANDARD,False,MEDROXYPROGESTERONE ACETATE,True,
210761,1,ANDA,MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,SUN PHARM,2019-04-24,STANDARD,False,MEDROXYPROGESTERONE ACETATE,True,
210762,1,ANDA,FENTANYL CITRATE PRESERVATIVE FREE,FENTANYL CITRATE,FRESENIUS KABI USA,2019-05-03,STANDARD,False,FENTANYL CITRATE,True,
210763,1,ANDA,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,MYLAN LABS LTD,2018-04-17,STANDARD,False,SODIUM NITROPRUSSIDE,True,
210764,1,ANDA,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,ANDA REPOSITORY,2020-04-10,STANDARD,False,METHYLPHENIDATE HYDROCHLORIDE,True,
210765,1,ANDA,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,COSETTE,2020-05-11,STANDARD,False,BETAMETHASONE DIPROPIONATE CALCIPOTRIENE,True,
210766,1,ANDA,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,PHARM ASSOC,2019-03-29,STANDARD,False,POTASSIUM CHLORIDE,True,
210770,1,ANDA,,,EUGIA PHARMA SPECLTS,2024-09-23,STANDARD,False,,True,
210771,1,ANDA,LEVOMILNACIPRAN HYDROCHLORIDE,LEVOMILNACIPRAN HYDROCHLORIDE,PRINSTON INC,2023-03-20,STANDARD,False,LEVOMILNACIPRAN HYDROCHLORIDE,True,
210773,1,ANDA,MEROPENEM,MEROPENEM,HQ SPCLT PHARMA,2019-08-16,STANDARD,False,MEROPENEM,True,
210774,1,ANDA,ACYCLOVIR,ACYCLOVIR,APOTEX,2019-09-06,STANDARD,False,ACYCLOVIR,True,
210775,1,ANDA,TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,RISING,2019-12-30,STANDARD,False,TOLTERODINE TARTRATE,True,
210777,1,ANDA,BACLOFEN,BACLOFEN,MAIA PHARMS INC,2021-01-15,STANDARD,False,BACLOFEN,True,
210778,1,ANDA,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,GLENMARK PHARMS LTD,2021-09-20,STANDARD,False,CLINDAMYCIN PHOSPHATE,True,
210782,1,ANDA,FENOFIBRATE (MICRONIZED),FENOFIBRATE,TORRENT,2018-06-26,STANDARD,False,FENOFIBRATE,True,
210783,1,ANDA,,,MACLEODS PHARMS LTD,2024-08-06,STANDARD,False,,True,
210784,1,ANDA,AMBRISENTAN,AMBRISENTAN,SUN PHARM,2019-03-28,STANDARD,False,AMBRISENTAN,True,
210785,1,ANDA,PREDNISONE,PREDNISONE,STRIDES PHARMA,2020-09-02,STANDARD,False,PREDNISONE,True,
210786,1,ANDA,NADOLOL,NADOLOL,NOVAST LABS,2018-06-01,STANDARD,False,NADOLOL,True,
210787,1,NDA,DOLUTEGRAVIR; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,LAURUS LABS LTD,2019-02-01,STANDARD,False,DOLUTEGRAVIR LAMIVUDINE TENOFOVIR DISOPROXIL FUMARATE,True,
210788,1,ANDA,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,HIKMA,2019-02-11,STANDARD,False,DICYCLOMINE HYDROCHLORIDE,True,
210789,1,ANDA,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,DR REDDYS LABS SA,2020-06-03,STANDARD,False,ATROPINE SULFATE DIPHENOXYLATE HYDROCHLORIDE,True,
210790,1,ANDA,LEVOMILNACIPRAN HYDROCHLORIDE,LEVOMILNACIPRAN HYDROCHLORIDE,AMNEAL PHARMS CO,2019-02-04,STANDARD,False,LEVOMILNACIPRAN HYDROCHLORIDE,True,
210793,1,NDA,NUPLAZID,PIMAVANSERIN TARTRATE,ACADIA PHARMS INC,2018-06-28,STANDARD,False,PIMAVANSERIN TARTRATE,True,
210794,1,ANDA,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,ZYDUS PHARMS,2018-12-28,STANDARD,False,BENZOYL PEROXIDE CLINDAMYCIN PHOSPHATE,True,
210795,1,NDA,KRINTAFEL,TAFENOQUINE SUCCINATE,GLAXOSMITHKLINE,2018-07-20,PRIORITY,True,TAFENOQUINE SUCCINATE,True,
210796,1,NDA,DOLUTEGRAVIR; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE,MACLEODS PHARMS LTD,2019-03-25,PRIORITY,False,DOLUTEGRAVIR LAMIVUDINE TENOFOVIR DISOPROXIL FUMARATE,True,
210797,1,NDA,SCENESSE,AFAMELANOTIDE,CLIVUNEL INC,2019-10-08,PRIORITY,True,AFAMELANOTIDE,True,
210799,1,ANDA,DIAZOXIDE,DIAZOXIDE,NOVITIUM PHARMA,2020-07-08,STANDARD,False,DIAZOXIDE,True,
210801,1,ANDA,DOXERCALCIFEROL,DOXERCALCIFEROL,LUPIN LTD,2018-11-01,STANDARD,False,DOXERCALCIFEROL,True,
210802,1,ANDA,ARSENIC TRIOXIDE,ARSENIC TRIOXIDE,AMRING PHARMS,2018-11-13,STANDARD,False,ARSENIC TRIOXIDE,True,
210804,1,ANDA,AFATINIB,AFATINIB,MSN PHARMACEUTICALS INC,2026-02-18,STANDARD,False,AFATINIB,True,
210805,1,ANDA,LEVOMILNACIPRAN,LEVOMILNACIPRAN,MSN LABORATORIES PRIVATE LTD,2020-06-01,STANDARD,False,LEVOMILNACIPRAN,True,
210806,1,NDA,PIFELTRO,DORAVIRINE,MSD MERCK CO,2018-08-30,STANDARD,False,DORAVIRINE,True,
210807,1,NDA,DELSTRIGO,DORAVIRINE; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,MSD MERCK CO,2018-08-30,STANDARD,False,DORAVIRINE LAMIVUDINE TENOFOVIR DISOPROXIL FUMARATE,True,
210809,1,ANDA,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,GLENMARK PHARMS LTD,2019-02-15,STANDARD,False,CLOBETASOL PROPIONATE,True,
210811,1,ANDA,DOLUTEGRAVIR SODIUM AND ABACAVIR SULFATE AND LAMIVUDINE,ABACAVIR || DOLUTEGRAVIR || LAMIVUDINE,CIPLA LIMITED,2025-06-12,STANDARD,False,ABACAVIR DOLUTEGRAVIR LAMIVUDINE,True,
210812,1,ANDA,DOLUTEGRAVIR SODIUM,DOLUTEGRAVIR SODIUM,CIPLA LTD,2021-05-18,STANDARD,False,DOLUTEGRAVIR SODIUM,True,
210814,1,ANDA,,,SUN PHARM INDS LTD,2020-11-02,STANDARD,False,,True,
210816,1,NDA,"CARBON DIOXIDE, USP",CARBON DIOXIDE,LISS AMERICA LLC,2017-08-22,OTHER/UNKNOWN,False,CARBON DIOXIDE,True,
210817,1,ANDA,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",ACETAMINOPHEN; BUTALBITAL; CAFFEINE,DR REDDYS LABS SA,2019-12-17,STANDARD,False,ACETAMINOPHEN BUTALBITAL CAFFEINE,True,
210818,1,ANDA,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,ALVOGEN,2018-11-30,STANDARD,False,METHYLPHENIDATE HYDROCHLORIDE,True,
210819,1,ANDA,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,UNICHEM,2018-11-13,STANDARD,False,ATROPINE SULFATE DIPHENOXYLATE HYDROCHLORIDE,True,
210821,1,NDA,TETRACAINE HYDROCHLORIDE,TETRACAINE HYDROCHLORIDE,BAUSCH LOMB IRELAND,2019-03-12,STANDARD,False,TETRACAINE HYDROCHLORIDE,True,
210822,1,ANDA,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,DEXCEL LTD,2018-08-29,STANDARD,False,ISOSORBIDE MONONITRATE,True,
210823,1,ANDA,CARFILZOMIB,CARFILZOMIB,EUGIA PHARMA,2022-11-25,STANDARD,False,CARFILZOMIB,True,
210824,1,ANDA,BORTEZOMIB,BORTEZOMIB,QILU PHARM HAINAN,2022-05-02,STANDARD,False,BORTEZOMIB,True,
210826,1,ANDA,LEVOMILNACIPRAN HYDROCHLORIDE,LEVOMILNACIPRAN HYDROCHLORIDE,AUROBINDO PHARMA LTD,2023-01-06,STANDARD,False,LEVOMILNACIPRAN HYDROCHLORIDE,True,
210827,1,,,,,2018-06-20,STANDARD,False,,True,
210828,1,NDA,GALLIUM GA 68 EDOTREOTIDE,GALLIUM GA-68 EDOTREOTIDE,UIHC PET IMAGING,2019-08-21,STANDARD,True,GALLIUM GA 68 EDOTREOTIDE,True,
210830,1,ANDA,ELURYNG,ETHINYL ESTRADIOL; ETONOGESTREL,AMNEAL,2019-12-11,STANDARD,False,ETHINYL ESTRADIOL ETONOGESTREL,True,
210831,1,ANDA,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,AMNEAL,2019-02-19,STANDARD,False,LEVOTHYROXINE SODIUM,True,
210833,1,NDA,SYMPAZAN,CLOBAZAM,ASSERTIO SPECLTY,2018-11-01,STANDARD,False,CLOBAZAM,True,
210834,1,ANDA,OMEGA-3-ACID ETHYL ESTERS,OMEGA-3-ACID ETHYL ESTERS,SUN PHARM,2020-01-09,STANDARD,False,OMEGA 3 ACID ETHYL ESTERS,True,
210835,1,ANDA,TESTOSTERONE,TESTOSTERONE,XIROMED,2020-04-16,STANDARD,False,TESTOSTERONE,True,
210838,1,ANDA,NIFEDIPINE,NIFEDIPINE,SPIL,2019-04-16,STANDARD,False,NIFEDIPINE,True,
210839,1,ANDA,NOREPINEPHRINE BITARTRATE,NOREPINEPHRINE BITARTRATE,AMNEAL,2018-12-17,STANDARD,False,NOREPINEPHRINE BITARTRATE,True,
210842,1,ANDA,GLYCOPYRROLATE,GLYCOPYRROLATE,PIRAMAL CRITICAL,2018-10-25,STANDARD,False,GLYCOPYRROLATE,True,
210844,1,NDA,"OXYGEN, USP",OXYGEN,PRAXAIR MEXICO,2017-09-03,OTHER/UNKNOWN,False,OXYGEN,True,
210845,1,ANDA,ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE,MICRO LABS,2021-02-16,STANDARD,False,ISOPROTERENOL HYDROCHLORIDE,True,
210847,1,ANDA,FELODIPINE,FELODIPINE,YILING,2018-10-26,STANDARD,False,FELODIPINE,True,
210848,1,ANDA,DOCETAXEL,DOCETAXEL,MYLAN LABS LTD,2018-07-06,STANDARD,False,DOCETAXEL,True,
210849,1,ANDA,VORICONAZOLE,VORICONAZOLE,PHARMOBEDIENT,2022-10-11,STANDARD,False,VORICONAZOLE,True,
210850,1,NDA,SINCALIDE,SINCALIDE,MAIA PHARMS INC,2022-11-22,PRIORITY,False,SINCALIDE,True,
210852,1,NDA,FRINDOVYX,CYCLOPHOSPHAMIDE,AVYXA HOLDINGS,2023-06-07,STANDARD,False,CYCLOPHOSPHAMIDE,True,
210854,1,NDA,XOFLUZA,BALOXAVIR MARBOXIL,GENENTECH INC,2018-10-24,PRIORITY,False,BALOXAVIR MARBOXIL,True,
210855,1,ANDA,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,CIPLA,2018-07-16,STANDARD,False,SODIUM NITROPRUSSIDE,True,
210856,1,ANDA,CLADRIBINE,CLADRIBINE,HISUN PHARM HANGZHOU,2019-11-25,STANDARD,False,CLADRIBINE,True,
210857,1,ANDA,LEVOMILNACIPRAN,LEVOMILNACIPRAN,ZYDUS PHARMS USA INC,2023-01-12,STANDARD,False,LEVOMILNACIPRAN,True,
210858,1,NDA,VYBRIQUE,SILDENAFIL CITRATE,IBSA,2025-12-16,STANDARD,False,SILDENAFIL CITRATE,True,
210859,1,ANDA,EZETIMIBE,EZETIMIBE,HETERO LABS LTD III,2022-07-26,STANDARD,False,EZETIMIBE,True,
210861,1,NDA,VITRAKVI,LAROTRECTINIB SULFATE,BAYER HLTHCARE,2018-11-26,PRIORITY,True,LAROTRECTINIB SULFATE,True,
210864,1,NDA,SESQUIENT,FOSPHENYTOIN SODIUM,LUPIN,2020-11-05,STANDARD,False,FOSPHENYTOIN SODIUM,True,
210865,1,NDA,,,MYLAN LABS LTD,2019-09-11,STANDARD,False,,True,
210867,1,NDA,MOXIDECTIN,MOXIDECTIN,MDGH,2018-06-13,PRIORITY,True,MOXIDECTIN,True,
210868,1,NDA,LORBRENA,LORLATINIB,PFIZER,2018-11-02,PRIORITY,True,LORLATINIB,True,
210871,1,ANDA,TOBRAMYCIN,TOBRAMYCIN,LUOXIN AUROVITAS,2021-01-22,STANDARD,False,TOBRAMYCIN,True,
210872,1,NDA,ZURAGARD,ISOPROPYL ALCOHOL,ZUREX PHARMA,2019-04-26,STANDARD,False,ISOPROPYL ALCOHOL,True,
210874,1,NDA,QTERNMET XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,ASTRAZENECA AB,2019-05-02,STANDARD,False,DAPAGLIFLOZIN METFORMIN HYDROCHLORIDE SAXAGLIPTIN HYDROCHLORIDE,True,
210875,1,NDA,KYNMOBI,APOMORPHINE HYDROCHLORIDE,SUMITOMO PHARMA AM,2020-05-21,STANDARD,False,APOMORPHINE HYDROCHLORIDE,True,
210876,1,ANDA,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TEVA PHARMS USA,2022-01-31,STANDARD,False,AMPHETAMINE ASPARTATE AMPHETAMINE SULFATE DEXTROAMPHETAMINE SACCHARATE DEXTROAMPHETAMINE SULFATE,True,
210880,1,NDA,,,HETERO LABS UNIT III,2018-08-08,PRIORITY,False,,True,
210882,1,ANDA,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,SOMERSET THERAPS LLC,2018-08-17,STANDARD,False,SODIUM NITROPRUSSIDE,True,
210884,1,NDA,TOSYMRA,SUMATRIPTAN,TONIX MEDS,2019-01-25,STANDARD,False,SUMATRIPTAN,True,
210889,1,ANDA,COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE,DR REDDYS,2018-10-05,STANDARD,False,COLESEVELAM HYDROCHLORIDE,True,
210891,1,ANDA,PREGABALIN,PREGABALIN,YILING,2019-09-30,STANDARD,False,PREGABALIN,True,
210892,1,ANDA,LEVOLEUCOVORIN CALCIUM,LEVOLEUCOVORIN CALCIUM,GLAND,2018-09-14,STANDARD,False,LEVOLEUCOVORIN CALCIUM,True,
210893,1,ANDA,DICLOFENAC SODIUM,DICLOFENAC SODIUM,PADAGIS ISRAEL,2018-07-27,STANDARD,False,DICLOFENAC SODIUM,True,
210895,1,NDA,WELCHOL,COLESEVELAM HYDROCHLORIDE,COSETTE,2019-04-03,STANDARD,False,COLESEVELAM HYDROCHLORIDE,True,
210897,1,ANDA,BUDESONIDE,BUDESONIDE,LUPIN,2018-11-09,STANDARD,False,BUDESONIDE,True,
210899,1,ANDA,,,LAURUS LABS LTD,2019-03-07,STANDARD,False,,True,
210900,1,ANDA,,,LAURUS LABS LTD,2020-01-31,STANDARD,False,,True,
210901,1,ANDA,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,AMNEAL,2020-01-28,STANDARD,False,OLOPATADINE HYDROCHLORIDE,True,
210902,1,ANDA,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,AMNEAL,2019-05-23,STANDARD,False,POTASSIUM CHLORIDE,True,
210906,1,NDA,CALCIUM GLUCONATE IN SODIUM CHLORIDE,CALCIUM GLUCONATE,HQ SPCLT PHARMA,2018-10-29,STANDARD,False,CALCIUM GLUCONATE,True,
